ano,id_municipio,id_uf,sigla_uf,nome_municipio,pct_alfabetizados,meta_pct,gap_meta_pct,atingiu_meta,n_avaliados,ponto_corte,camada
2024,4128633,41,PR,Mun_4128633,69.45,62.0,7.450000000000003,True,,743,gold
2024,5100102,51,MT,Mun_5100102,40.41,62.0,-21.590000000000003,False,,743,gold
2024,4317707,43,RS,Mun_4317707,54.4,62.0,-7.600000000000001,False,,743,gold
2024,2602704,26,PE,Mun_2602704,85.53,62.0,23.53,True,,743,gold
2024,4111704,41,PR,Mun_4111704,73.86,62.0,11.86,True,,743,gold
2024,2803104,28,SE,Mun_2803104,33.65,62.0,-28.35,False,,743,gold
2024,4202107,42,SC,Mun_4202107,48.69,62.0,-13.310000000000002,False,,743,gold
2024,3304557,33,RJ,Mun_3304557,63.81,62.0,1.8100000000000023,True,,743,gold
2024,4123006,41,PR,Mun_4123006,76.46,62.0,14.459999999999994,True,,743,gold
2024,2409308,24,RN,Mun_2409308,32.39,62.0,-29.61,False,,743,gold
2024,2925303,29,BA,Mun_2925303,45.5,62.0,-16.5,False,,743,gold
2024,4309753,43,RS,Mun_4309753,48.9,62.0,-13.100000000000001,False,,743,gold
2024,2609303,26,PE,Mun_2609303,57.83,62.0,-4.170000000000002,False,,743,gold
2024,4314175,43,RS,Mun_4314175,55.9,62.0,-6.100000000000001,False,,743,gold
2024,3557303,35,SP,Mun_3557303,51.48,62.0,-10.520000000000003,False,,743,gold
2024,4301305,43,RS,Mun_4301305,43.4,62.0,-18.6,False,,743,gold
2024,3150802,31,MG,Mun_3150802,76.61,62.0,14.61,True,,743,gold
2024,5105234,51,MT,Mun_5105234,51.5,62.0,-10.5,False,,743,gold
2024,2603009,26,PE,Mun_2603009,61.21,62.0,-0.7899999999999991,False,,743,gold
2024,3134400,31,MG,Mun_3134400,69.61,62.0,7.609999999999999,True,,743,gold
2024,2106300,21,MA,Mun_2106300,82.04,62.0,20.040000000000006,True,,743,gold
2024,2607901,26,PE,Mun_2607901,54.98,62.0,-7.020000000000003,False,,743,gold
2024,4117503,41,PR,Mun_4117503,62.96,62.0,0.9600000000000009,True,,743,gold
2024,1100288,11,RO,Mun_1100288,74.17,62.0,12.170000000000002,True,,743,gold
2024,4111555,41,PR,Mun_4111555,77.24,62.0,15.239999999999995,True,,743,gold
2024,4202057,42,SC,Mun_4202057,51.19,62.0,-10.810000000000002,False,,743,gold
2024,1300631,13,AM,Mun_1300631,82.53,62.0,20.53,True,,743,gold
2024,5106422,51,MT,Mun_5106422,41.77,62.0,-20.229999999999997,False,,743,gold
